ITTER107;Territorio;TIPO_DATO7;Indicatori;Correzione;TIPO_ALLOGGIO2;Tipologia di esercizio;ISO;Paese di residenza dei clienti;TIME;Seleziona periodo;Value
ITG29;Olbia-Tempio;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;WORLD;Mondo;2016-06;giu-16;126592
ITG29;Olbia-Tempio;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;WORLD;Mondo;2016-07;lug-16;162913
ITG29;Olbia-Tempio;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;WORLD;Mondo;2016-08;ago-16;161074
ITG29;Olbia-Tempio;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;WORLD;Mondo;2016-09;set-16;125042
ITG29;Olbia-Tempio;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;WORLD;Mondo;2016-10;ott-16;35214
ITG29;Olbia-Tempio;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;WORLD;Mondo;2016-11;nov-16;6793
ITG29;Olbia-Tempio;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;WORLD;Mondo;2016-12;dic-16;6633
ITG29;Olbia-Tempio;AR;arrivi;dati grezzi;OTHER;esercizi extra-alberghieri;IT;Italia;2016;2016;107086
ITG29;Olbia-Tempio;AR;arrivi;dati grezzi;OTHER;esercizi extra-alberghieri;IT;Italia;2016-01;gen-16;258
ITG29;Olbia-Tempio;AR;arrivi;dati grezzi;OTHER;esercizi extra-alberghieri;IT;Italia;2016-02;feb-16;405
ITG29;Olbia-Tempio;AR;arrivi;dati grezzi;OTHER;esercizi extra-alberghieri;IT;Italia;2016-03;mar-16;564
ITG29;Olbia-Tempio;AR;arrivi;dati grezzi;OTHER;esercizi extra-alberghieri;IT;Italia;2016-04;apr-16;1880
ITG29;Olbia-Tempio;AR;arrivi;dati grezzi;OTHER;esercizi extra-alberghieri;IT;Italia;2016-05;mag-16;2828
ITG29;Olbia-Tempio;AR;arrivi;dati grezzi;OTHER;esercizi extra-alberghieri;IT;Italia;2016-06;giu-16;15817
ITG29;Olbia-Tempio;AR;arrivi;dati grezzi;OTHER;esercizi extra-alberghieri;IT;Italia;2016-07;lug-16;30189
ITG29;Olbia-Tempio;AR;arrivi;dati grezzi;OTHER;esercizi extra-alberghieri;IT;Italia;2016-08;ago-16;42702
ITG29;Olbia-Tempio;AR;arrivi;dati grezzi;OTHER;esercizi extra-alberghieri;IT;Italia;2016-09;set-16;10731
ITG29;Olbia-Tempio;AR;arrivi;dati grezzi;OTHER;esercizi extra-alberghieri;IT;Italia;2016-10;ott-16;1257
ITG29;Olbia-Tempio;AR;arrivi;dati grezzi;OTHER;esercizi extra-alberghieri;IT;Italia;2016-11;nov-16;129
ITG29;Olbia-Tempio;AR;arrivi;dati grezzi;OTHER;esercizi extra-alberghieri;IT;Italia;2016-12;dic-16;326
ITG28;Oristano;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;WORLD;Mondo;2016;2016;125536
ITG28;Oristano;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;WORLD;Mondo;2016-01;gen-16;4707
ITG28;Oristano;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;WORLD;Mondo;2016-02;feb-16;5795
ITG28;Oristano;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;WORLD;Mondo;2016-03;mar-16;7552
ITG28;Oristano;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;WORLD;Mondo;2016-04;apr-16;9559
ITG28;Oristano;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;WORLD;Mondo;2016-05;mag-16;12847
ITG28;Oristano;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;WORLD;Mondo;2016-06;giu-16;14398
ITG28;Oristano;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;WORLD;Mondo;2016-07;lug-16;13799
ITG28;Oristano;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;WORLD;Mondo;2016-08;ago-16;19185
ITG28;Oristano;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;WORLD;Mondo;2016-09;set-16;17658
ITG28;Oristano;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;WORLD;Mondo;2016-10;ott-16;9995
ITG28;Oristano;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;WORLD;Mondo;2016-11;nov-16;4873
ITG28;Oristano;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;WORLD;Mondo;2016-12;dic-16;5168
ITG28;Oristano;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;WORLD;Mondo;2017;2017;137051
ITG28;Oristano;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;WORLD;Mondo;2017-01;gen-17;4629
ITG28;Oristano;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;WORLD;Mondo;2017-02;feb-17;5547
ITG28;Oristano;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;WORLD;Mondo;2017-03;mar-17;5659
ITG28;Oristano;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;WORLD;Mondo;2017-04;apr-17;9688
ITG28;Oristano;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;WORLD;Mondo;2017-05;mag-17;13061
ITG28;Oristano;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;WORLD;Mondo;2017-06;giu-17;16951
ITG28;Oristano;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;WORLD;Mondo;2017-07;lug-17;17868
ITG28;Oristano;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;WORLD;Mondo;2017-08;ago-17;21733
ITG28;Oristano;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;WORLD;Mondo;2017-09;set-17;21207
ITG28;Oristano;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;WORLD;Mondo;2017-10;ott-17;9805
ITG28;Oristano;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;WORLD;Mondo;2017-11;nov-17;5366
ITG28;Oristano;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;WORLD;Mondo;2017-12;dic-17;5537
ITG28;Oristano;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;WORLD;Mondo;2018;2018;152953
ITG28;Oristano;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;WORLD;Mondo;2018-01;gen-18;4953
ITG28;Oristano;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;WORLD;Mondo;2018-02;feb-18;6516
ITG28;Oristano;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;WORLD;Mondo;2018-03;mar-18;7648
ITG28;Oristano;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;WORLD;Mondo;2018-04;apr-18;12054
ITG28;Oristano;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;WORLD;Mondo;2018-05;mag-18;16089
ITG28;Oristano;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;WORLD;Mondo;2018-06;giu-18;19084
ITG28;Oristano;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;WORLD;Mondo;2018-07;lug-18;18652
ITG28;Oristano;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;WORLD;Mondo;2018-08;ago-18;22062
ITG28;Oristano;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;WORLD;Mondo;2018-09;set-18;22252
ITG28;Oristano;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;WORLD;Mondo;2018-10;ott-18;11887
ITG28;Oristano;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;WORLD;Mondo;2018-11;nov-18;5687
ITG28;Oristano;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;WORLD;Mondo;2018-12;dic-18;6069
ITG28;Oristano;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;WORLD;Mondo;2019;2019;156548
ITG28;Oristano;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;WORLD;Mondo;2019-01;gen-19;5285
ITG28;Oristano;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;WORLD;Mondo;2019-02;feb-19;5219
ITG28;Oristano;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;WORLD;Mondo;2019-03;mar-19;8608
ITG28;Oristano;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;WORLD;Mondo;2019-04;apr-19;13940
ITG28;Oristano;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;WORLD;Mondo;2019-05;mag-19;16196
ITG28;Oristano;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;WORLD;Mondo;2019-06;giu-19;19073
ITG28;Oristano;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;WORLD;Mondo;2019-07;lug-19;18900
ITG28;Oristano;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;WORLD;Mondo;2019-08;ago-19;22618
ITG28;Oristano;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;WORLD;Mondo;2019-09;set-19;22262
ITG28;Oristano;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;WORLD;Mondo;2019-10;ott-19;12706
ITG28;Oristano;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;WORLD;Mondo;2019-11;nov-19;6076
ITG28;Oristano;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;WORLD;Mondo;2019-12;dic-19;5665
ITG28;Oristano;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;WORLD;Mondo;2020;2020;72684
ITG28;Oristano;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;WORLD;Mondo;2020-01;gen-20;5330
ITG28;Oristano;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;WORLD;Mondo;2020-02;feb-20;6809
ITG28;Oristano;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;WORLD;Mondo;2020-03;mar-20;1614
ITG28;Oristano;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;WORLD;Mondo;2020-04;apr-20;154
ITG28;Oristano;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;WORLD;Mondo;2020-05;mag-20;566
ITG28;Oristano;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;WORLD;Mondo;2020-06;giu-20;3754
ITG28;Oristano;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;WORLD;Mondo;2020-07;lug-20;9939
ITG28;Oristano;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;WORLD;Mondo;2020-08;ago-20;17799
ITG28;Oristano;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;WORLD;Mondo;2020-09;set-20;13392
ITG28;Oristano;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;WORLD;Mondo;2020-10;ott-20;6832
ITG28;Oristano;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;WORLD;Mondo;2020-11;nov-20;3652
ITG28;Oristano;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;WORLD;Mondo;2020-12;dic-20;2843
ITG28;Oristano;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;WORLD;Mondo;2021;2021;101777
ITG28;Oristano;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;WORLD;Mondo;2021-01;gen-21;2885
ITG28;Oristano;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;WORLD;Mondo;2021-02;feb-21;4265
ITG28;Oristano;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;WORLD;Mondo;2021-03;mar-21;4438
ITG28;Oristano;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;WORLD;Mondo;2021-04;apr-21;1086
ITG28;Oristano;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;WORLD;Mondo;2021-05;mag-21;4826
ITG28;Oristano;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;WORLD;Mondo;2021-06;giu-21;10004
ITG28;Oristano;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;WORLD;Mondo;2021-07;lug-21;15908
ITG28;Oristano;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;WORLD;Mondo;2021-08;ago-21;19007
ITG28;Oristano;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;WORLD;Mondo;2021-09;set-21;17487
ITG28;Oristano;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;WORLD;Mondo;2021-10;ott-21;13657
ITG28;Oristano;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;WORLD;Mondo;2021-11;nov-21;3063
ITG28;Oristano;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;WORLD;Mondo;2021-12;dic-21;5151
ITG29;Olbia-Tempio;AR;arrivi;dati grezzi;ALL;totale esercizi ricettivi;IT;Italia;2016;2016;439502
ITG29;Olbia-Tempio;AR;arrivi;dati grezzi;ALL;totale esercizi ricettivi;IT;Italia;2016-01;gen-16;5036
ITG29;Olbia-Tempio;AR;arrivi;dati grezzi;ALL;totale esercizi ricettivi;IT;Italia;2016-02;feb-16;6394
ITG29;Olbia-Tempio;AR;arrivi;dati grezzi;ALL;totale esercizi ricettivi;IT;Italia;2016-03;mar-16;8786
ITG29;Olbia-Tempio;AR;arrivi;dati grezzi;ALL;totale esercizi ricettivi;IT;Italia;2016-04;apr-16;15248
ITG29;Olbia-Tempio;AR;arrivi;dati grezzi;ALL;totale esercizi ricettivi;IT;Italia;2016-05;mag-16;21848
ITG29;Olbia-Tempio;AR;arrivi;dati grezzi;ALL;totale esercizi ricettivi;IT;Italia;2016-06;giu-16;74160
ITG29;Olbia-Tempio;AR;arrivi;dati grezzi;ALL;totale esercizi ricettivi;IT;Italia;2016-07;lug-16;102462
ITG29;Olbia-Tempio;AR;arrivi;dati grezzi;ALL;totale esercizi ricettivi;IT;Italia;2016-08;ago-16;126592
ITG29;Olbia-Tempio;AR;arrivi;dati grezzi;ALL;totale esercizi ricettivi;IT;Italia;2016-09;set-16;54621
ITG29;Olbia-Tempio;AR;arrivi;dati grezzi;ALL;totale esercizi ricettivi;IT;Italia;2016-10;ott-16;12421
ITG29;Olbia-Tempio;AR;arrivi;dati grezzi;ALL;totale esercizi ricettivi;IT;Italia;2016-11;nov-16;5728
ITG29;Olbia-Tempio;AR;arrivi;dati grezzi;ALL;totale esercizi ricettivi;IT;Italia;2016-12;dic-16;6206
ITG29;Olbia-Tempio;AR;arrivi;dati grezzi;ALL;totale esercizi ricettivi;WORLD;Mondo;2016;2016;968424
ITG29;Olbia-Tempio;AR;arrivi;dati grezzi;ALL;totale esercizi ricettivi;WORLD;Mondo;2016-01;gen-16;5690
ITG29;Olbia-Tempio;AR;arrivi;dati grezzi;ALL;totale esercizi ricettivi;WORLD;Mondo;2016-02;feb-16;7380
ITG29;Olbia-Tempio;AR;arrivi;dati grezzi;ALL;totale esercizi ricettivi;WORLD;Mondo;2016-03;mar-16;12217
ITG29;Olbia-Tempio;AR;arrivi;dati grezzi;ALL;totale esercizi ricettivi;WORLD;Mondo;2016-04;apr-16;35449
ITG29;Olbia-Tempio;AR;arrivi;dati grezzi;ALL;totale esercizi ricettivi;WORLD;Mondo;2016-05;mag-16;87115
ITG29;Olbia-Tempio;AR;arrivi;dati grezzi;ALL;totale esercizi ricettivi;WORLD;Mondo;2016-06;giu-16;160679
ITG29;Olbia-Tempio;AR;arrivi;dati grezzi;ALL;totale esercizi ricettivi;WORLD;Mondo;2016-07;lug-16;216460
ITG29;Olbia-Tempio;AR;arrivi;dati grezzi;ALL;totale esercizi ricettivi;WORLD;Mondo;2016-08;ago-16;225951
ITG29;Olbia-Tempio;AR;arrivi;dati grezzi;ALL;totale esercizi ricettivi;WORLD;Mondo;2016-09;set-16;159352
ITG29;Olbia-Tempio;AR;arrivi;dati grezzi;ALL;totale esercizi ricettivi;WORLD;Mondo;2016-10;ott-16;44157
ITG29;Olbia-Tempio;AR;arrivi;dati grezzi;ALL;totale esercizi ricettivi;WORLD;Mondo;2016-11;nov-16;6981
ITG29;Olbia-Tempio;AR;arrivi;dati grezzi;ALL;totale esercizi ricettivi;WORLD;Mondo;2016-12;dic-16;6993
ITG29;Olbia-Tempio;AR;arrivi;dati grezzi;ALL;totale esercizi ricettivi;WRL_X_ITA;Paesi esteri;2016;2016;528922
ITG29;Olbia-Tempio;AR;arrivi;dati grezzi;ALL;totale esercizi ricettivi;WRL_X_ITA;Paesi esteri;2016-01;gen-16;654
ITG29;Olbia-Tempio;AR;arrivi;dati grezzi;ALL;totale esercizi ricettivi;WRL_X_ITA;Paesi esteri;2016-02;feb-16;986
ITG29;Olbia-Tempio;AR;arrivi;dati grezzi;ALL;totale esercizi ricettivi;WRL_X_ITA;Paesi esteri;2016-03;mar-16;3431
ITG29;Olbia-Tempio;AR;arrivi;dati grezzi;ALL;totale esercizi ricettivi;WRL_X_ITA;Paesi esteri;2016-04;apr-16;20201
ITG29;Olbia-Tempio;AR;arrivi;dati grezzi;ALL;totale esercizi ricettivi;WRL_X_ITA;Paesi esteri;2016-05;mag-16;65267
ITG29;Olbia-Tempio;AR;arrivi;dati grezzi;ALL;totale esercizi ricettivi;WRL_X_ITA;Paesi esteri;2016-06;giu-16;86519
ITG29;Olbia-Tempio;AR;arrivi;dati grezzi;ALL;totale esercizi ricettivi;WRL_X_ITA;Paesi esteri;2016-07;lug-16;113998
ITG29;Olbia-Tempio;AR;arrivi;dati grezzi;ALL;totale esercizi ricettivi;WRL_X_ITA;Paesi esteri;2016-08;ago-16;99359
ITG29;Olbia-Tempio;AR;arrivi;dati grezzi;ALL;totale esercizi ricettivi;WRL_X_ITA;Paesi esteri;2016-09;set-16;104731
ITG29;Olbia-Tempio;AR;arrivi;dati grezzi;ALL;totale esercizi ricettivi;WRL_X_ITA;Paesi esteri;2016-10;ott-16;31736
ITG29;Olbia-Tempio;AR;arrivi;dati grezzi;ALL;totale esercizi ricettivi;WRL_X_ITA;Paesi esteri;2016-11;nov-16;1253
ITG29;Olbia-Tempio;AR;arrivi;dati grezzi;ALL;totale esercizi ricettivi;WRL_X_ITA;Paesi esteri;2016-12;dic-16;787
ITG29;Olbia-Tempio;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;IT;Italia;2016;2016;332416
ITG29;Olbia-Tempio;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;IT;Italia;2016-01;gen-16;4778
ITG29;Olbia-Tempio;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;IT;Italia;2016-02;feb-16;5989
ITG29;Olbia-Tempio;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;IT;Italia;2016-03;mar-16;8222
ITG29;Olbia-Tempio;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;IT;Italia;2016-04;apr-16;13368
ITG29;Olbia-Tempio;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;IT;Italia;2016-05;mag-16;19020
ITG29;Olbia-Tempio;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;IT;Italia;2016-06;giu-16;58343
ITG29;Olbia-Tempio;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;IT;Italia;2016-07;lug-16;72273
ITG29;Olbia-Tempio;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;IT;Italia;2016-08;ago-16;83890
ITG29;Olbia-Tempio;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;IT;Italia;2016-09;set-16;43890
ITG29;Olbia-Tempio;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;IT;Italia;2016-10;ott-16;11164
ITG29;Olbia-Tempio;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;IT;Italia;2016-11;nov-16;5599
ITG29;Olbia-Tempio;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;IT;Italia;2016-12;dic-16;5880
ITG29;Olbia-Tempio;AR;arrivi;dati grezzi;OTHER;esercizi extra-alberghieri;WORLD;Mondo;2016;2016;220374
ITG29;Olbia-Tempio;AR;arrivi;dati grezzi;OTHER;esercizi extra-alberghieri;WORLD;Mondo;2016-01;gen-16;303
ITG29;Olbia-Tempio;AR;arrivi;dati grezzi;OTHER;esercizi extra-alberghieri;WORLD;Mondo;2016-02;feb-16;474
ITG29;Olbia-Tempio;AR;arrivi;dati grezzi;OTHER;esercizi extra-alberghieri;WORLD;Mondo;2016-03;mar-16;1137
ITG29;Olbia-Tempio;AR;arrivi;dati grezzi;OTHER;esercizi extra-alberghieri;WORLD;Mondo;2016-04;apr-16;4846
ITG29;Olbia-Tempio;AR;arrivi;dati grezzi;OTHER;esercizi extra-alberghieri;WORLD;Mondo;2016-05;mag-16;17302
ITG29;Olbia-Tempio;AR;arrivi;dati grezzi;OTHER;esercizi extra-alberghieri;WORLD;Mondo;2016-06;giu-16;34087
ITG29;Olbia-Tempio;AR;arrivi;dati grezzi;OTHER;esercizi extra-alberghieri;WORLD;Mondo;2016-07;lug-16;53547
ITG29;Olbia-Tempio;AR;arrivi;dati grezzi;OTHER;esercizi extra-alberghieri;WORLD;Mondo;2016-08;ago-16;64877
ITG29;Olbia-Tempio;AR;arrivi;dati grezzi;OTHER;esercizi extra-alberghieri;WORLD;Mondo;2016-09;set-16;34310
ITG29;Olbia-Tempio;AR;arrivi;dati grezzi;OTHER;esercizi extra-alberghieri;WORLD;Mondo;2016-10;ott-16;8943
ITG29;Olbia-Tempio;AR;arrivi;dati grezzi;OTHER;esercizi extra-alberghieri;WORLD;Mondo;2016-11;nov-16;188
ITG29;Olbia-Tempio;AR;arrivi;dati grezzi;OTHER;esercizi extra-alberghieri;WORLD;Mondo;2016-12;dic-16;360
ITG29;Olbia-Tempio;AR;arrivi;dati grezzi;OTHER;esercizi extra-alberghieri;WRL_X_ITA;Paesi esteri;2016;2016;113288
ITG29;Olbia-Tempio;AR;arrivi;dati grezzi;OTHER;esercizi extra-alberghieri;WRL_X_ITA;Paesi esteri;2016-01;gen-16;45
ITG29;Olbia-Tempio;AR;arrivi;dati grezzi;OTHER;esercizi extra-alberghieri;WRL_X_ITA;Paesi esteri;2016-02;feb-16;69
ITG29;Olbia-Tempio;AR;arrivi;dati grezzi;OTHER;esercizi extra-alberghieri;WRL_X_ITA;Paesi esteri;2016-03;mar-16;573
ITG29;Olbia-Tempio;AR;arrivi;dati grezzi;OTHER;esercizi extra-alberghieri;WRL_X_ITA;Paesi esteri;2016-04;apr-16;2966
ITG29;Olbia-Tempio;AR;arrivi;dati grezzi;OTHER;esercizi extra-alberghieri;WRL_X_ITA;Paesi esteri;2016-05;mag-16;14474
ITG29;Olbia-Tempio;AR;arrivi;dati grezzi;OTHER;esercizi extra-alberghieri;WRL_X_ITA;Paesi esteri;2016-06;giu-16;18270
ITG29;Olbia-Tempio;AR;arrivi;dati grezzi;OTHER;esercizi extra-alberghieri;WRL_X_ITA;Paesi esteri;2016-07;lug-16;23358
ITG29;Olbia-Tempio;AR;arrivi;dati grezzi;OTHER;esercizi extra-alberghieri;WRL_X_ITA;Paesi esteri;2016-08;ago-16;22175
ITG29;Olbia-Tempio;AR;arrivi;dati grezzi;OTHER;esercizi extra-alberghieri;WRL_X_ITA;Paesi esteri;2016-09;set-16;23579
ITG29;Olbia-Tempio;AR;arrivi;dati grezzi;OTHER;esercizi extra-alberghieri;WRL_X_ITA;Paesi esteri;2016-10;ott-16;7686
ITG29;Olbia-Tempio;AR;arrivi;dati grezzi;OTHER;esercizi extra-alberghieri;WRL_X_ITA;Paesi esteri;2016-11;nov-16;59
ITG29;Olbia-Tempio;AR;arrivi;dati grezzi;OTHER;esercizi extra-alberghieri;WRL_X_ITA;Paesi esteri;2016-12;dic-16;34
IT111;Sud Sardegna;AR;arrivi;dati grezzi;ALL;totale esercizi ricettivi;IT;Italia;2017;2017;279263
IT111;Sud Sardegna;AR;arrivi;dati grezzi;ALL;totale esercizi ricettivi;IT;Italia;2017-01;gen-17;4146
IT111;Sud Sardegna;AR;arrivi;dati grezzi;ALL;totale esercizi ricettivi;IT;Italia;2017-02;feb-17;4101
IT111;Sud Sardegna;AR;arrivi;dati grezzi;ALL;totale esercizi ricettivi;IT;Italia;2017-03;mar-17;4541
IT111;Sud Sardegna;AR;arrivi;dati grezzi;ALL;totale esercizi ricettivi;IT;Italia;2017-04;apr-17;13478
IT111;Sud Sardegna;AR;arrivi;dati grezzi;ALL;totale esercizi ricettivi;IT;Italia;2017-05;mag-17;16189
IT111;Sud Sardegna;AR;arrivi;dati grezzi;ALL;totale esercizi ricettivi;IT;Italia;2017-06;giu-17;50679
IT111;Sud Sardegna;AR;arrivi;dati grezzi;ALL;totale esercizi ricettivi;IT;Italia;2017-07;lug-17;56896
IT111;Sud Sardegna;AR;arrivi;dati grezzi;ALL;totale esercizi ricettivi;IT;Italia;2017-08;ago-17;70038
IT111;Sud Sardegna;AR;arrivi;dati grezzi;ALL;totale esercizi ricettivi;IT;Italia;2017-09;set-17;39167
IT111;Sud Sardegna;AR;arrivi;dati grezzi;ALL;totale esercizi ricettivi;IT;Italia;2017-10;ott-17;11004
IT111;Sud Sardegna;AR;arrivi;dati grezzi;ALL;totale esercizi ricettivi;IT;Italia;2017-11;nov-17;4377
IT111;Sud Sardegna;AR;arrivi;dati grezzi;ALL;totale esercizi ricettivi;IT;Italia;2017-12;dic-17;4647
IT111;Sud Sardegna;AR;arrivi;dati grezzi;ALL;totale esercizi ricettivi;IT;Italia;2018;2018;284464
IT111;Sud Sardegna;AR;arrivi;dati grezzi;ALL;totale esercizi ricettivi;IT;Italia;2018-01;gen-18;3936
IT111;Sud Sardegna;AR;arrivi;dati grezzi;ALL;totale esercizi ricettivi;IT;Italia;2018-02;feb-18;3952
IT111;Sud Sardegna;AR;arrivi;dati grezzi;ALL;totale esercizi ricettivi;IT;Italia;2018-03;mar-18;4964
IT111;Sud Sardegna;AR;arrivi;dati grezzi;ALL;totale esercizi ricettivi;IT;Italia;2018-04;apr-18;13215
IT111;Sud Sardegna;AR;arrivi;dati grezzi;ALL;totale esercizi ricettivi;IT;Italia;2018-05;mag-18;15796
IT111;Sud Sardegna;AR;arrivi;dati grezzi;ALL;totale esercizi ricettivi;IT;Italia;2018-06;giu-18;55568
IT111;Sud Sardegna;AR;arrivi;dati grezzi;ALL;totale esercizi ricettivi;IT;Italia;2018-07;lug-18;56637
IT111;Sud Sardegna;AR;arrivi;dati grezzi;ALL;totale esercizi ricettivi;IT;Italia;2018-08;ago-18;69718
IT111;Sud Sardegna;AR;arrivi;dati grezzi;ALL;totale esercizi ricettivi;IT;Italia;2018-09;set-18;43052
IT111;Sud Sardegna;AR;arrivi;dati grezzi;ALL;totale esercizi ricettivi;IT;Italia;2018-10;ott-18;8987
IT111;Sud Sardegna;AR;arrivi;dati grezzi;ALL;totale esercizi ricettivi;IT;Italia;2018-11;nov-18;4834
IT111;Sud Sardegna;AR;arrivi;dati grezzi;ALL;totale esercizi ricettivi;IT;Italia;2018-12;dic-18;3805
IT111;Sud Sardegna;AR;arrivi;dati grezzi;ALL;totale esercizi ricettivi;IT;Italia;2019;2019;301028
